前一节点,后一节点,线路名称,票价,区域属性,间距(km)
锦绣天下城,财政局,洛阳-郸城,0,周口郸城县,
财政局,检察院,洛阳-郸城,0,周口郸城县,
检察院,司法局,洛阳-郸城,0,周口郸城县,
司法局,文化路口,洛阳-郸城,0,周口郸城县,
文化路口,新汽车站,洛阳-郸城,0,周口郸城县,
新汽车站,小广场,洛阳-郸城,0,周口郸城县,
小广场,郸城飞龙汽车站,洛阳-郸城,0,周口郸城县,
,,,,,
洛阳汽车站,玄武门大街丹城路口,洛阳-社旗,66,西工区,
玄武门大街丹城路口,道南路东道口,洛阳-社旗,66,西工区,
道南路东道口,道南路零担货场,洛阳-社旗,66,西工区,
道南路零担货场,道南路零担货场东,洛阳-社旗,66,老城区,
道南路零担货场东,环城北路环城西路口,洛阳-社旗,66,老城区,
环城北路环城西路口,环城北路建安街口,洛阳-社旗,66,老城区,
环城北路建安街口,大北门,洛阳-社旗,66,瀍河回族区,
大北门,环城北路平等街口,洛阳-社旗,66,瀍河回族区,
环城北路平等街口,小北门,洛阳-社旗,66,瀍河回族区,
小北门,民族路新街口,洛阳-社旗,66,瀍河回族区,
民族路新街口,民族路团结街口,洛阳-社旗,66,瀍河回族区,
民族路团结街口,夹马营路中州东路口,洛阳-社旗,66,瀍河回族区,
夹马营路中州东路口,中州东路夹马营路口,洛阳-社旗,66,瀍河回族区,
中州东路夹马营路口,中州东路洛川路口,洛阳-社旗,66,瀍河回族区,
中州东路洛川路口,中州东路启明南路口,洛阳-社旗,66,瀍河回族区,
中州东路启明南路口,塔西,洛阳-社旗,66,瀍河回族区,
塔西,十里铺,洛阳-社旗,66,瀍河回族区,
十里铺,旧县,洛阳-社旗,66,瀍河回族区,
旧县,宋庄,洛阳-社旗,66,洛阳嵩县,
宋庄,段寨,洛阳-社旗,66,洛阳嵩县,
段寨,唐庄,洛阳-社旗,66,南阳社旗县,
唐庄,小乔庄,洛阳-社旗,66,南阳社旗县,
小乔庄,宇博花园,洛阳-社旗,66,南阳社旗县,
宇博花园,一高,洛阳-社旗,66,南阳社旗县,
一高,华府中央新城,洛阳-社旗,66,南阳社旗县,
华府中央新城,红旗路口,洛阳-社旗,66,南阳社旗县,
红旗路口,国土局,洛阳-社旗,66,南阳社旗县,
国土局,妇幼保健院,洛阳-社旗,66,南阳社旗县,
妇幼保健院,农商行站,洛阳-社旗,66,南阳社旗县,
农商行站,滨河路口,洛阳-社旗,66,南阳社旗县,
滨河路口,建设路长江路口,洛阳-社旗,66,南阳社旗县,
建设路长江路口,社旗汽车站,洛阳-社旗,66,南阳社旗县,
,,,,,
唐河汽车站,新车站,唐河-洛阳,0,南阳唐河县,
新车站,滨河派出所,唐河-洛阳,0,南阳唐河县,
滨河派出所,滨河街道办事处,唐河-洛阳,0,南阳唐河县,
滨河街道办事处,友兰大桥东,唐河-洛阳,0,南阳唐河县,
友兰大桥东,计划生育指导站,唐河-洛阳,0,南阳唐河县,
计划生育指导站,新中医院西,唐河-洛阳,0,南阳唐河县,
新中医院西,石头坑,唐河-洛阳,0,南阳唐河县,
石头坑,县安检线,唐河-洛阳,0,南阳唐河县,
县安检线,西岗备战库,唐河-洛阳,0,南阳唐河县,
西岗备战库,唐方口,唐河-洛阳,0,南阳唐河县,
唐方口,大河物流园东门,唐河-洛阳,0,南阳唐河县,
大河物流园东门,王岗村,唐河-洛阳,0,南阳唐河县,
王岗村,后党坡,唐河-洛阳,0,南阳方城县,
后党坡,李店镇政府,唐河-洛阳,0,南阳唐河县,
李店镇政府,青台中心卫生院,唐河-洛阳,0,南阳社旗县,
青台中心卫生院,冢坡村,唐河-洛阳,0,南阳社旗县,
冢坡村,县公路局站,唐河-洛阳,0,南阳社旗县,
县公路局站,双庄村站,唐河-洛阳,0,南阳社旗县,
双庄村站,宏达路口站,唐河-洛阳,0,南阳社旗县,
宏达路口站,环岛北站,唐河-洛阳,0,南阳社旗县,
环岛北站,社旗县人民医院,唐河-洛阳,0,南阳社旗县,
社旗县人民医院,安澜大桥西站,唐河-洛阳,0,南阳社旗县,
安澜大桥西站,人力资源和社会服务中心站,唐河-洛阳,0,南阳社旗县,
人力资源和社会服务中心站,交通驾校,唐河-洛阳,0,南阳社旗县,
交通驾校,方城汽车站,唐河-洛阳,0,南阳社旗县,
方城汽车站,润豪世纪广场,唐河-洛阳,0,南阳方城县,
润豪世纪广场,国税局站,唐河-洛阳,0,南阳方城县,
国税局站,实验小学,唐河-洛阳,0,南阳方城县,
实验小学,东方新城,唐河-洛阳,0,南阳方城县,
东方新城,大唐一品,唐河-洛阳,0,南阳方城县,
大唐一品,官庄,唐河-洛阳,0,南阳方城县,
官庄,高速路口站,唐河-洛阳,0,孟津区,
高速路口站,龙门高速口,唐河-洛阳,0,孟津区,
龙门高速口,开元大道李城路口西,唐河-洛阳,0,洛龙区,
开元大道李城路口西,南王,唐河-洛阳,0,洛龙区,
南王,开元大道新伊大街口,唐河-洛阳,0,洛龙区,
开元大道新伊大街口,潘村,唐河-洛阳,0,洛龙区,
潘村,忠义街开元大道口北,唐河-洛阳,0,洛龙区,
忠义街开元大道口北,忠义街太康路口南,唐河-洛阳,0,洛龙区,
忠义街太康路口南,太康路关圣街口,唐河-洛阳,0,洛龙区,
太康路关圣街口,太康路二郎庙街口东,唐河-洛阳,0,洛龙区,
太康路二郎庙街口东,龙门大道太康路口,唐河-洛阳,0,洛龙区,
龙门大道太康路口,洛阳国际学校,唐河-洛阳,0,洛龙区,
洛阳国际学校,赵村,唐河-洛阳,0,洛龙区,
赵村,龙门大道乐天路口,唐河-洛阳,0,洛龙区,
龙门大道乐天路口,龙门大道安石路口,唐河-洛阳,0,洛龙区,
龙门大道安石路口,龙门大道学院路口,唐河-洛阳,0,洛龙区,
龙门大道学院路口,龙门大道隋唐城路口,唐河-洛阳,0,洛龙区,
龙门大道隋唐城路口,定鼎立交桥北,唐河-洛阳,0,洛龙区,
定鼎立交桥北,应天门,唐河-洛阳,0,老城区,
应天门,定鼎大桥南,唐河-洛阳,0,老城区,
定鼎大桥南,道南路东道口,唐河-洛阳,0,老城区,
道南路东道口,洛阳汽车站,唐河-洛阳,0,西工区,
,,,,,
颍阳汽车站,石赵,江左-洛阳,11,郑州登封市,
石赵,招呼站,江左-洛阳,11,洛阳伊川县,
招呼站,五里头,江左-洛阳,11,洛阳伊川县,
五里头,人民路口,江左-洛阳,11,洛阳伊川县,
人民路口,东河,江左-洛阳,11,洛阳伊川县,
东河,江左镇,江左-洛阳,11,洛阳伊川县,
江左镇,菜市街,江左-洛阳,11,洛阳伊川县,
菜市街,江左镇政府,江左-洛阳,11,洛阳伊川县,
江左镇政府,农贸街口,江左-洛阳,11,洛阳伊川县,
农贸街口,种子站,江左-洛阳,11,洛阳伊川县,
种子站,石张庄,江左-洛阳,11,洛阳伊川县,
石张庄,丁流站,江左-洛阳,11,洛阳伊川县,
丁流站,范村,江左-洛阳,11,洛阳伊川县,
范村,上天院,江左-洛阳,11,洛阳伊川县,
上天院,豫港电力中学,江左-洛阳,11,洛阳伊川县,
豫港电力中学,水寨一中,江左-洛阳,11,洛阳伊川县,
水寨一中,水寨,江左-洛阳,11,洛阳伊川县,
水寨,向阳花园,江左-洛阳,11,洛阳伊川县,
向阳花园,滨河高中,江左-洛阳,11,洛阳伊川县,
滨河高中,凯地城,江左-洛阳,11,洛阳伊川县,
凯地城,银张,江左-洛阳,11,洛阳伊川县,
银张,朱村,江左-洛阳,11,洛阳伊川县,
朱村,德龙嘉苑,江左-洛阳,11,洛阳伊川县,
德龙嘉苑,北大门绿地广场,江左-洛阳,11,洛阳伊川县,
北大门绿地广场,张沟,江左-洛阳,11,洛龙区,
张沟,张沟北,江左-洛阳,11,洛龙区,
张沟北,王山,江左-洛阳,11,洛龙区,
王山,厚载门街南环路口北,江左-洛阳,11,洛龙区,
厚载门街南环路口北,通衢路口,江左-洛阳,11,洛龙区,
通衢路口,厚载门街伊洛路口北,江左-洛阳,11,洛龙区,
厚载门街伊洛路口北,关林路厚载门街,江左-洛阳,11,洛龙区,
关林路厚载门街,定鼎门街关林路口,江左-洛阳,11,洛龙区,
定鼎门街关林路口,关林路定鼎门街口西,江左-洛阳,11,洛龙区,
关林路定鼎门街口西,关林八中,江左-洛阳,11,洛龙区,
关林八中,关林汽车站,江左-洛阳,11,洛龙区,
关林汽车站,龙门大道开元大道口,江左-洛阳,11,洛龙区,
龙门大道开元大道口,龙门大道安石路口,江左-洛阳,11,洛龙区,
龙门大道安石路口,龙门大道学院路口,江左-洛阳,11,洛龙区,
龙门大道学院路口,龙门大道滨河南路口,江左-洛阳,11,洛龙区,
龙门大道滨河南路口,定鼎立交桥北,江左-洛阳,11,洛龙区,
定鼎立交桥北,定鼎南路中州路口,江左-洛阳,11,老城区,
定鼎南路中州路口,定鼎路唐宫路口,江左-洛阳,11,老城区,
定鼎路唐宫路口,招呼站,江左-洛阳,11,西工区,
招呼站,唐宫中路宫隅路口,江左-洛阳,11,西工区,
唐宫中路宫隅路口,唐宫中路玻璃厂路口,江左-洛阳,11,西工区,
唐宫中路玻璃厂路口,唐宫中路影院街口,江左-洛阳,11,西工区,
唐宫中路影院街口,金谷园路唐宫路口,江左-洛阳,11,西工区,
金谷园路唐宫路口,金谷园路春晴路口南(招呼站),江左-洛阳,11,西工区,
金谷园路春晴路口南(招呼站),金谷园路春晴路口,江左-洛阳,11,西工区,
金谷园路春晴路口,洛阳汽车站,江左-洛阳,11,西工区,
,,,,,
朱樱湖,瀍涧大道(瀍河桥),瀍河,1,瀍河回族区,
瀍涧大道(瀍河桥),三井洞桥,瀍河,1,瀍河回族区,
三井洞桥,国资委家属院西门,瀍河,1,瀍河回族区,
国资委家属院西门,民族桥,瀍河,1,瀍河回族区,
民族桥,铜驼桥,瀍河,1,瀍河回族区,
铜驼桥,广济桥,瀍河,1,瀍河回族区,
广济桥,洛阳民俗博物馆,瀍河,1,瀍河回族区,
洛阳民俗博物馆,九都东路(瀍河桥),瀍河,1,瀍河回族区,
九都东路(瀍河桥),瀍壑朱樱,瀍河,1,瀍河回族区,
瀍壑朱樱,洛阳古瓷标本博物馆,瀍河,1,老城区,
洛阳古瓷标本博物馆,新街桥,瀍河,1,老城区,
,,,,,
国资委家属院西门,新街唐宫东路口(护城河桥),护城河,1,老城区,
新街唐宫东路口(护城河桥),人民街(护城河桥),护城河,1,老城区,
人民街(护城河桥),北关桥,护城河,1,老城区,
北关桥,建安门,护城河,1,老城区,
建安门,富祥石油坛角加油站,护城河,1,老城区,
富祥石油坛角加油站,唐宫东路(护城河),护城河,1,老城区,
唐宫东路(护城河),西关,护城河,1,老城区,
西关,丽景门,护城河,1,老城区,
丽景门,盐店口街(护城河),护城河,1,老城区,
盐店口街(护城河),长夏桥,护城河,1,老城区,
长夏桥,洛邑古城广场,护城河,1,老城区,
洛邑古城广场,洛阳民俗博物馆,护城河,1,老城区,
洛阳民俗博物馆,九都东路(瀍河桥),护城河,1,老城区,
,,,,,
盐店口街(护城河),临水居,护城河,1,老城区,
临水居,漫山江韵民宿,护城河,1,老城区,
漫山江韵民宿,五贤桥,护城河,1,老城区,
五贤桥,云鹏海天东门,护城河,1,老城区,
云鹏海天东门,石油公司家属院,护城河,1,老城区,
石油公司家属院,凯旋东路(护城河),护城河,1,老城区,
凯旋东路(护城河),北京中医药大学东直门医院洛阳医院西工院区北院,护城河,1,老城区,
,,,,,
北窑,三井洞桥,瀍河,1,瀍河回族区,
三井洞桥,三井洞桥西,瀍河,1,瀍河回族区,
,,,,,
瀍河桥东,铜驼桥,瀍河,1,瀍河回族区,
铜驼桥,中州东路民主街口,瀍河,1,瀍河回族区,
,,,,,
新街中州东路口南,广济桥,瀍河,1,瀍河回族区,
广济桥,瀍河桥东,瀍河,1,瀍河回族区,
,,,,,
新街唐宫东路口,新街唐宫东路口(护城河桥),护城河,1,老城区,
新街唐宫东路口(护城河桥),民族路新街口,护城河,1,老城区,
,,,,,
玄武门大街人民街口,人民街(护城河桥),护城河,1,老城区,
人民街(护城河桥),小北门,护城河,1,老城区,
,,,,,
环城北路平等街口,北关桥,护城河,1,老城区,
北关桥,玄武门大街平等街口,护城河,1,老城区,
,,,,,
玄武门大街建安街口,建安门,护城河,1,老城区,
,,,,,
唐宫东路承福门大街口西,唐宫东路(护城河),护城河,1,老城区,
唐宫东路(护城河),唐宫东路承福门大街口东,护城河,1,老城区,
,,,,,
承福门盐店口街,盐店口街(护城河),护城河,1,老城区,
,,,,,
洛八办,长夏桥,护城河,1,老城区,
,,,,,
新街九都东路口,洛邑古城广场,护城河,1,老城区,
,,,,,
定鼎立交桥北,五贤桥,护城河,1,老城区,
五贤桥,定鼎南路中州路口,护城河,1,老城区,
,,,,,
凯旋东路定鼎大道口西,云鹏海天东门,护城河,1,老城区,
,,,,,
嘉豫门大街凯旋东路口北,石油公司家属院,护城河,1,老城区,
石油公司家属院,凯旋东路嘉豫门大街口,护城河,1,老城区,
,,,,,
嘉豫门大街九都路口,北京中医药大学东直门医院洛阳医院西工院区北院,护城河,1,老城区,
